Gender,Race,Event Type,Date,Comments
,,Profanity or Vulgarity towards student/staff,10/18/2021,"Cussing ""what the fuck"", not wearing the mask, arguing, accused me of being racist when he made a comment about eating fried chicken & watermelon to which I didn't respond, admitted to doing everything he could to get kicked out, banged on the door as he left."
,,Talking out in class,9/27/2021,Refuses to participate and answer questions.  Wasted 15 minutes of class time arguing with me about whether he had an answer written down.  Would not keep his mask pulled up.
,,Talking out in class,11/10/2021,"Entered the room without wearing his mask and yelling ""I have to piss"".   Had to prompt several times to put his mask on.  He pulled it up over his eyes.  Continued saying he had to piss."
,,Talking out in class,10/27/2021,Talking out in class.
,,Violation of Personal Electronic/Telecommunication Device Policy,11/17/2021,"__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented

"
,,Non-attendance to class/cutting class,9/9/2021,Student has skipped class 10 times now.  I have talked to him when he is present and he pretends he isn't skipping.
,,Violation of Personal Electronic/Telecommunication Device Policy,11/11/2021,Told student 3 times to put phones away and he was playing music out loud on his phone
,,Leaving class without permission,8/12/2021,"Walked out at the beginning of class, was agitated and couldn't calm down."
,,Non-attendance to class/cutting class,9/21/2021,"Student went to RR @ 8:45, did not return until 9:11.  Said he was talking to Johnson, if so can be torn up."
,,Harassment/Harassing Communication toward staff,10/12/2021,"At the football game on 10/8. Ethan was vaping in the bleachers, when addressed by administration he directed profanity toward a female AP and then proceeded to push her.  In the morning of 10/12 Ethan left school grounds with a group of students and was then caught by security in the student parking lot looking in cars."
,,Harassment/Harassing Communication toward student,11/22/2021,"Ethan threatened to hit another student.  Then told the teacher to stop ""ear hustling"" when she addressed it.  Asked to leave the classroom multiple times to which he kept responding, ""why?"".  Ethan left the building without permission during due process once he was informed he was being suspended."
,,Leaving class without permission,8/12/2021,Walked out at beginning of class.  Was agitated and couldn't calm down
,,Non-attendance to class/cutting class,10/21/2021,"Ethan was cutting 5th period, roaming the halls with 4 other boys.  Ethan was in possession of an E-cig."
,,Non-attendance to class/cutting class,10/25/2021,cutting
,,Non-attendance to class/cutting class,10/27/2021,Cutting class.
,,Profanity or Vulgarity,8/13/2021,"Refused to stop talking out in class, trying to keep class disrupted by making them laugh, calling me Karen (it was funny, but I stayed cool), put out to Capita, every time he sassed he hollered Karen.  Tried to intimidate and harass me by talking over me, name calling, ""whatever bitch"""
,,Profanity or Vulgarity towards student/staff,9/28/2021,"Ethan had his pants around his knees, was asked to pull them up.  He refused.  Was asked to go into the hallway numerous times by the teacher.  Once in the hallway Ethan called the teacher a ""fat bitch"" and told him to ""fuck off""."
,,Striking -Student,9/10/2021,"Ethan was in the library joking with another student which led the students challenging each other, stating,"" you can't whoop me"", etc.  Ethan and the other student began pushing each other then punching.  Staff was able to step in between and split the two students up, both student allowed staff to escort them to separate office's without restraint."
,,Striking -Student,11/5/2021,Ethan was in the Auditorium after school waiting for his bus.  Out of nowhere Ethan stood up and hit the student sitting next to him.  
,,Tobacco/Alternative Nicotine/Vapor Distribution,12/6/2021,Vaping after several meeting and referrals.
,,Tobacco/Alternative Nicotine/Vapor Distribution,12/1/2021,Vaping
,,Unexcused Tardiness to Class,10/19/2021,Excessive tardies
,,Use/Possession of Tobacco/Alternative nicotine/vapor products,2/24/2022,Vaping
,,Non-attendance to class/cutting class,9/9/2021,Ethan came to 3rd period late (at least 15 min in) and when asked if he had a note he said no.  I told him he needed to go see Mr. Johnson since he ws so late and he told me he was with Johnson and that he wasn't given a note.
,,Profanity or Vulgarity towards student/staff,9/7/2021,"Used profane language (""bitch, ugly bitch. etc.) towards a female student; had to be removed from class, continued to use profane language in the hallway.  He did this after he was asked to please move his desk."
,,Non-attendance to class/cutting class,9/21/2021,Came to class at 10:03 with a note that said 9:40.  Unknown where he was for the missing 20 minutes.
,,Violation of Personal Electronic/Telecommunication Device Policy,9/7/2021,Cell phone.
,,Violation of Personal Electronic/Telecommunication Device Policy,9/28/2021,1st__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Failure to remain seated on the bus,9/15/2021,Owen continues to get on the bus at the wrong stop and 1st run. His stop is at Jeanine and serene. Owen took a long time to sit downa nd then repeatedly stood during the bus trip. He also moved seats while the bus was in motion several times. He was rude and disrepectful towards the bus driver with profanity when asked to stay seated and again when asked his name. 
,,Profanity or Vulgarity towards student/staff,8/25/2021,"Entered lunch detention yelling over me when trying to calm him down and redirect him, but he was unwilling to calm down.  His behavior was extremely disruptive to the group as I was trying to explain the rules and what they had to write.  He continued to cuss and disrupt and attempt to engage other students in talking and being disruptive.  I managed to explain that if he also engaged in this behavior there would be more consequences to which he responded ""F"" you I'm not doing it, I'm not listening to you"".  Had his phone out multiple times.  Came over to the desk in a concerning manner and was extremely angry and yelled profanity.  "
,,Inappropriate sexual behavior,10/15/2021,"Owen would not stay with the class throughout the period.  Owen ran off on the way down to the library, had to be brought in and conferenced with by AP.  Owen would not comply with directives, was laying on the floor and getting his phone.  He then walked out and was returned by AP.  On the way back to class Owen grabbed a female student on the butt. "
,,Profanity or Vulgarity towards student/staff,9/22/2021,Eating food in gym after told not to.  Talking on phone.  Refusal to line up in stretching spot.  Profanity towards teacher.  Security notified.  Returned to class.  Continued use of profanity/not following directions.  Phone use still a problem.
,,Profanity or Vulgarity towards student/staff,9/21/2021,Owen was tardy for class.  I asked him if he had a tardy slip and he said bitch ass nigger what the fuck I don't need a tardy slip.
,,Profanity or Vulgarity towards student/staff,9/15/2021,"Owen was in the hallway after the bell and got into a verbal altercation with a female student (his girlfriend).  The two escalated the argument, yelling over a a phone, Owen eventually grabbed the female students pony tail and yanked two times.  When given a directive by an AP, Owen responded by saying "" fuck you bitch, no""!  Owen was then directed to the office by another AP and complied."
,,Unexcused Tardiness to Class,8/24/2021,Tardy to 3rd and 4th period.
,,1st Degree Terroristic Threat,10/22/2021,"Student was seen brandishing a fire arm at a bus stop, threatened to shoot other JCPS students.  LMPD and JCPS security was notified.  Student reported to school late, took a phone from another student and ran out of the building.  In subsequent days student was arrested by LMPD."
,,Harassment/Harassing Communication toward staff,10/19/2021,"Owen continues to struggle with multiple behavior issues.  Profanity, confrontational/menacing behavior, inappropriate sexual comments, attendance to class.  Today, Owen walked out of his 2nd period multiple times (New Art teachers first day).  After conferencing with AP Owen went to third period, he walked of class again, was out for 20 minutes and became confrontational with security, telling them to not talk to him, ""I do what I want"".  During this time Owen was hanging out near an English class on the first floor, when the teacher asked him where he was supposed to be he became confrontational, the teacher said she backed off because she was intimidated and didn't know who he was.   
Owen was assigned lunch detention for multiple tardies today and Friday., 10/15.  Owen refused to go to lunch detention and walked away from security.  Mr. Johnson conferenced with Owen and put him in lunch detention, Owen was then removed from lunch detention for disruptive behavior.  He left the room once with out permission, said he didn't care, was argumentative with every directive given by the lunch detention instructor.  When he came back after walking out he began yelling ""shut up, just shut up"" over the lunch detention instructor when she was trying to go over expectations with him.   Owen was assigned ISAP but refused to go.  Owen was then sent to the AP office but walked out.  Owen was hiding the remainder of 5th period then went to his 6th period class.  Owen was asked once again to sit in the office but walked out and hid.  Owen refused to come into the Auditorium after school and said ""All these teachers can suck my dick""."
,,Horseplay,9/7/2021,"After Lunch Owen did not report to class, was up running on the 2nd floor with AD.  He had her money.  Refused to stop for Dr. Shearon and security."
,,ISAP Removal/Walk-out,9/15/2021,Owen was assigned ISAP for multiple incident.  Owen refused to go even after multiple attempts and redirects by administration.
,,Non-attendance to class/cutting class,9/28/2021,Owen was assigned ISAP for 7th period due to multiple referrals directing profanity toward staff.  Owen did not report to ISAP and was evading/playing peek a boo with security for 20 minutes once found and identified on the 2nd floor.  
,,Profanity or Vulgarity towards student/staff,8/25/2021,"Owen's 6th period teacher had to ask Owen twice to put his phone away.  Owen was tardy and when asked to do his work before letting him out to the restroom.  He said, ""Fuck you"" and your Granny. (Per Mr. Anderson)

This was the 3rd time in two periods that Owen had directed profanity toward staff.  Multiple interventions were attempted to help transition Owen into class and help him comply to school rules by Southern's ECE Implementation coach, Assistant Principal and district support.  Due to the multiple incidents over the last two days and the increasing severity and frequency Owen is being suspended.  Please see attached behavior detail report for 8/24 and 8/25."
,,Profanity or Vulgarity towards student/staff,8/16/2021,"Owen was removed from freshman class meeting for not wearing his mask and being on his phone by the Assistant Principal.  Owen was escorted into ISAP, as he entered he immediately directed profanity toward the ISAP instructor.  ""the fuck you looking at, you want these hand?'.  "
,,Profanity or Vulgarity towards student/staff,9/22/2021,"As class began. Owen into the classroom speaking in a loud unintelligible manner.  There was profanity incorporated in this activity.  Without cause Owen focused his spewing toward a female student.  She asked him to stop.  Owen told her to ""shut the fuck up"".  This escalated into the female student chasing Owen around the classroom.  Female student claims that Owen slapped her on the shoulder.  Owen was directed to the hallway by the substitute teacher, then returned to the door to continue harrassing the female student.  As staff attempted to remove Owen from the situation he refused to comply, continuing to use obscenities', Owen ran up the stairs.  Eventually Owen came to the office but then left, once again making security chase him to return to the office.  This was the 3rd event of the morning in which Owen directed profanity toward staff and students."
,,Profanity or Vulgarity towards student/staff,9/28/2021,"Owen was in the hallway without his mask on between 5th and 6th period.  A female teacher directed him to put his mask on and he said ""fuck you bitch"" and did not.  I directed him to put his mask on and he just looked at me and took off."
,,Non-attendance to class/cutting class,9/13/2021,Cut 2nd period.  Found in the boys bathroom by security.
,,Profanity or Vulgarity towards student/staff,8/25/2021,"Went to pick Owen up for lunch detention.  Asked him to ""come with me"".  He told me to, ""shut the fuck up young nigga"".  "
,,ISAP Removal/Walk-out,9/13/2021,Owen left ISAP without permission.
,,Non-attendance to class/cutting class,8/24/2021,Did not report to the office/Isap for phone.  Was found in the second floor girls restroom.  When security attempted to direct him to the office he ran away.  Was then found in the Small Gym.  
,,Non-attendance to class/cutting class,8/16/2021,"cut class, playing in hallway"
,,Talking out in class,8/12/2021,"Talking over teacher, joking on other students to them to follow his lead."
,,Non-attendance to class/cutting class,8/25/2021,Cut 3rd period.
,,Violation of Personal Electronic/Telecommunication Device Policy,8/16/2021,phone
,,Non-attendance to class/cutting class,8/18/2021,"left to go to RR, did not return until class was over to get his belongings"
,,Non-attendance to class/cutting class,9/7/2021,"Owen Came to my door, heard the tardy bell ring, said ""I'm not going to class today.  I'm going to the bathroom."" and proceeded to run around the corner."
,,Non-attendance to class/cutting class,10/7/2021,Sent student to restroom at 11:00am.  Student did not return until after the class bel rang at 11:17am.  Potential cut class.
,,Violation of Personal Electronic/Telecommunication Device Policy,8/24/2021,Student had cell phone out during class after giving a verbal reminder from teacher to put it away.
,,Sexual Harassment,9/15/2021,"I came out of the restroom, he said ""hi"" I said, ""good morning.""  He said, ""you look beautiful today.""  I said ""thank you"" and he replied,  ""Tell your husband he needs to get on that""."
,,ISAP Removal/Walk-out,8/24/2021,"Student was sent to ISAP for phone violation.  Student was given multiple verbal reminders that phone policy states it cannot be out during class. Student refused to put phone away.  Student was sent to YSC for redirection, student returned to ISAP still using his phone before he was sent to his AP."
,,Profanity or Vulgarity towards student/staff,9/20/2021,Student was removed from class and came straight to ISAP.  I explained to Owen that he had to see Mr. Johnson and report to AP office.  Owen became frustrated and questioned why.  When I told him because he is the boss he stated he'd come back down and punch me in the face after he reported.
,,Non-attendance to class/cutting class,8/24/2021,Cut 7th period
,,Non-attendance to class/cutting class,9/7/2021,Cut class.
,,Profanity or Vulgarity towards student/staff,9/28/2021,"Entered Mrs. Hall's room (334) before 4th period began.  She and I told him several times to leave before he finally exited the room.  As he left the room, he put his middle finger in my face twice."
,,Profanity or Vulgarity towards student/staff,9/7/2021,"Student was skipping class in gym.  Student was talking on the phone and refused to acknowledge me at first.  When he responded, I told him he can't be on his phone and asked him his name.  He said ""don't worry"", I told him on the way out ""last chance"" and he said ""fuck no bitch""."
,,Leaving school grounds/bus without permission,9/21/2021,"After conferencing with AP about correct bus stop and run, Owen again tried to board the bus. When told by driver he couldn't, Owen began using profanity towards bus driver as he was walking away, along the lines that he should smack that stupid fucking bitch. While on the loading dock waiting for 2nd run, AP directed Owen to stay on the loading dock and not to re-enter the building. Owen continuously re-entered the building going up and down stairwells, using profanity. "
,,Profanity or Vulgarity towards student/staff,9/13/2021,Owen walked into his 4th period with an AP and then flicked off his 4th period teacher.
,,Violation of Personal Electronic/Telecommunication Device Policy,8/12/2021,Cell Phone
,,Violation of Personal Electronic/Telecommunication Device Policy,9/9/2021,Phone
,,Mask Non-compliance,8/30/2021,"Yamir was removed after several prompts to wear mask properly and to stop interrupting instruction.  After his 6th prompt he replied ""why are you talking to me?""  He as asked to leave after his 8th disruption."
,,Mask Non-compliance,9/17/2021,"Came to class tardy.  Began beating on door.  He was prompted 4 times to wear his mask properly.  He continued to repeat ""It's my last day, I don't care.""  He was asked to leave after he said he would not listen because today was his last day."
,,Horseplay,9/1/2021,"Throughout class today, Yamir was distracting his classmates by making noises, not staying seated, poking students, using slurs, ""gay"".  Yamir was given various reminders, prompts and cues, warnings."
,,Drug Possession,9/10/2021,"Yamir was given a restroom pass to fill up his water cup and was gone for 20 minutes.  When found by a staff member he said his stomach was hurting.  Yamir was questioned by security about his story and if he had done something he wasn't supposed do.  When informed that he would be searched Yamir admitted to hitting a THC wee pen, Yamir was possession of the THC weed pen.  After parents were contacted and Yamir was waiting to be picked up, he ran out of the building after telling staff he needed to use the restroom.  "
,,Horseplay,8/31/2021,Yamir was not allowed to get on the bus for being disrespectful and disruptive. 
,,Horseplay,8/31/2021,
,,Non-attendance to class/cutting class,8/16/2021,Student was asked if he had P.E. during 2nd period.  Told myself and Lawrence he did.  Walked around building with unknown female for first fifteen-twenty minutes of 2nd period
,,Non-attendance to class/cutting class,9/1/2021,Yamir cut 2nd period.  A teacher found Yamir and a girl in the small gym locker room with the lights off at the end of second period.  Once Yamir was identified on camera he was given due process for the incident.  At which time he was already waiting in the office because he had to be removed from his third period class.  Yamir admitted to being in an unauthorized area with a female student.  This event follows a parent meeting on 9/1 for bucking at a teacher in a threatening manner and then getting removed from the bus in the afternoon for behavior.
,,Harassment/Harassing Communication toward staff,8/31/2021,"Yamir was asked to sit down multiple times, all of which were ignored.  Finally, he jump at me in an intimidating manner and told me to stop yelling ate him.  We conferenced in the hallway but he didn't see anything wrong with his behavior. Sent to the office."
,,Profanity or Vulgarity towards student/staff,8/16/2021,"Disrespectful to JaCariah. ""Your big ass"""
,,Profanity or Vulgarity towards student/staff,9/7/2021,called George a pussy
,,Non-attendance to class/cutting class,9/1/2021,Yami walked by me during class change and told me he was going to get water. He never came to class.
,,Theft,9/8/2021,Yamir stole a push pin out of my bulletin board.  He tried takin it earlier in the class period and I told him it was no his to touch and he apologized and sat down.  When the bell rang he grabbed it quick and left.  
,,Horseplay,8/31/2021,"Failure to comply, beating on wall; repeat of yesterday's behavior.  Refusal to adhere to any reasonable request."
,,Talking out in class,8/30/2021,Called me weird after being asked to stop talking multiple times while waiting to see you
,,Violation of Personal Electronic/Telecommunication Device Policy,8/24/2021,phone
,,Violation of Personal Electronic/Telecommunication Device Policy,9/22/2021,"1st
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented

"
,,Violation of Personal Electronic/Telecommunication Device Policy,9/2/2021,Phone use
,,Violation of Personal Electronic/Telecommunication Device Policy,8/30/2021,Phone
,,Violation of Personal Electronic/Telecommunication Device Policy,9/15/2021,phone
,,Violation of Personal Electronic/Telecommunication Device Policy,10/26/2021,"cell phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Violation of Personal Electronic/Telecommunication Device Policy,9/9/2021,PHONE
,,Violation of Personal Electronic/Telecommunication Device Policy,9/9/2021,phone
,,Violation of Personal Electronic/Telecommunication Device Policy,10/25/2021,"phone, __incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Dress Code Violation,9/20/2021,DC - hoodie. 1  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.
,,Dress Code Violation,9/20/2021,_1st_ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.  Hoodie-ISAP
,,Unexcused Tardiness to Class,12/6/2021,Excessive tardies to class
,,Use/Possession of Tobacco/Alternative nicotine/vapor products,9/1/2021,vaping in class
,,Violation of Personal Electronic/Telecommunication Device Policy,10/18/2021,Student used phone in class.  __incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Violation of Personal Electronic/Telecommunication Device Policy,11/11/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Harassment/Harassing Communication toward student,12/3/2021,Precious had been conferenced with multiple times regarding a confrontation with another female student.  Two phone conferences were held with mother.  Precious did not report to her 5th period class and came into first lunch to confront the student.
,,Harassment/Harassing Communication toward student,12/1/2021,Harrassing communications toward another female student.  
,,Violation of Personal Electronic/Telecommunication Device Policy,9/10/2021,Precious was on her phone during class
,,Dress Code Violation,9/9/2021,"DC - pants
called home - someone coming"
,,Horseplay,12/8/2021,Student purposely pushed/lightly smacked 2 peers during class.  Received a warning after the first playful incident.  Asked to go to office after the 2nd occurrence.
,,Violation of Personal Electronic/Telecommunication Device Policy,1/24/2022,"Phone use in class.
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Violation of Personal Electronic/Telecommunication Device Policy,2/17/2022,"Phone use in class
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Mask Non-compliance,12/1/2021,Would not wear mask properly.  Prompted 6+ times.
,,Violation of Personal Electronic/Telecommunication Device Policy,8/30/2021,On phone.  Asked to put away before.
,,Use/Possession of Tobacco/Alternative nicotine/vapor products,9/22/2021,possession of vape device-1st offense
,,Dress Code Violation,12/2/2021,dc-pants. 3rd __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Dress Code Violation,12/7/2021,"dc-pants, 4th__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
,,Violation of Personal Electronic/Telecommunication Device Policy,8/20/2021,phone
,,Violation of Personal Electronic/Telecommunication Device Policy,9/15/2021,2nd __ incident for cellphone.  Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Theft,10/25/2021,"Bubasha took another students phone and did not give back when student asked.  The student went to previous class to find his phone.  Bubasha dropped the phone on another students desk.  When asked about it, he said it was a joke."
,,Unexcused Tardiness to Class,10/7/2021,student has been more than 3-5 minutes late multiple times in the last couple weeks to first period
,,Non-attendance to class/cutting class,10/21/2021,Student was roaming the halls after being asked to go to AP office earlier in the period. 
,,Non-attendance to class/cutting class,11/30/2021,Tardy to 1st period on purpose.  Cutting 2nd offense
,,Profanity or Vulgarity,11/2/2021,CRD
,,Talking out in class,10/25/2021,Talking out excessive after warnings.
,,Harassment/Harassing Communication toward student,9/20/2021,Mr. Buckner was accused of grabbing a students butt during class.
,,Violation of Personal Electronic/Telecommunication Device Policy,8/17/2021,phone
,,Violation of Personal Electronic/Telecommunication Device Policy,9/17/2021,"I reminded students at beginning of class and after lunch to have phones away and Zyshonne had his phone in his hands on top of his desk kind of in the air.  I don't think he was on it, but I told him it wasn't fair o others/was school policy and that he had to go anyway.  _1st_ incident for cellphone.  Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented."
,,Violation of Personal Electronic/Telecommunication Device Policy,10/20/2021,"__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented

phone out in class"
,,Striking -Staff or other,9/3/2021,"Student was very upset over an incident that occurred during the week. Student was screaming profanity towards another student. Another student was in the middle trying to get her to refrain from fighting him. Student was then escorted by multiple adults down the hallway where AP finally convinced her to go outside and walk. She went outside. She was attempting to console herself. AP was attempting to get her away from the situation. She then requested to see Ms. Lewis. I took her to her office. Cherish then left her office to look for the student again. She found the student and began threatening him saying things like ""how could you do that?"" ""He was only 9 years old."" ""I am going to fuck you up."" As she was saying this the AP was trying to not allow her to get to the other student. Cherish pushed AP several times because AP was attempting, without touching, to stop her from fighting this student. Another teacher intervened to get her to stop pushing the AP. She finally was escorted out by several adults. She explained to everyone that this would never be over. That every time she entered the building she was going to fight him or his sister. "
,,Harassment/Harassing Communication toward student,9/20/2021,Mr. Buckner was accused of grabbing a students butt during class.
,,Dress Code Violation,2/8/2022,"DC-pants, sent to ISAP
__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
,,Striking -Student,2/9/2022,"Student was seen by two teachers in the school day, hitting two different students. The teachers didn't know the student in either case so it took awhile to identify this student. When told by the AP to go to ISAP, the student refused. While in the office during the last period of the day, the student refused to get off her cell phone. When released at the end of the day, the student screamed at the ISAP teacher on the loading dock and used profanity repeatedly. "
,,Dress Code Violation,9/28/2021,"_1st_ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.

"
,,Dress Code Violation,11/23/2021,"dc-shirt, ISAP, 6th and 7th.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
,,Dress Code Violation,12/8/2021,__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.
,,Dress Code Violation,12/14/2021,"dc-shirt, call ed home with interpreter.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
,,Dress Code Violation,2/16/2022,"DC-shirt, corrected, ISAP 5th
__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
,,Striking -Student,12/10/2021,Student slapped a student multiple times in class when a racial slur was made. The teacher asked the student what was wrong and she just kept hitting the student. 
,,Profanity or Vulgarity towards student/staff,12/8/2021,"constant cell phone, keeps calling me Mr. Whore, and thinks it's funny"
,,Harassment/Harassing Communication toward student,12/10/2021,Student A was cleaning up her desk and Student B came up behind her and slapped her buttocks.
,,Profanity or Vulgarity towards student/staff,12/14/2021,"Student was out of DC this morning in the hallway. Teacher asked her to zip up jacket. She refused. Teacher asked again, she refused. Student was called to the office for DC. Informed student she needed to change.  She refused. She was using profanity in the office. Told her she needed to go to ISAP. She refused. Student said she wasn't going to ISAP, she wasn't leaving, nor was she going to class. She continuously kept using profanity towards office clerk when she was talking to parent. Once parents came she refused to leave for them. Got on the phone with language services to translate the issues and tell parent about threat to self. "
,,Talking out in class,10/20/2021,VikTorii continued to talk when asked to stop talking.  She was eating in class.  She was talking to another student during testing.  she failed to follow repeated requests to stop talking.
,,Violation of Personal Electronic/Telecommunication Device Policy,9/13/2021,Had phone out in class
,,Dress Code Violation,10/6/2021,"DC - shorts, called home - left message, 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident"
,,Unexcused Tardiness to Class,11/4/2021,tardy on purpose
,,Unexcused Tardiness to Class,1/26/2022,Too many tardies
,,Unexcused Tardiness to Class,2/9/2022,tardy to 3rd
,,Violation of Personal Electronic/Telecommunication Device Policy,10/6/2021,"1st__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented.  Student had cell phone out in class.

"
,,Leaving class without permission,9/8/2021,walked out of class becasue she said she could not be in class with another student
,,Mask Non-compliance,10/14/2021,Mask violation multiple redirects after school in auditorium.
,,Talking out in class,12/9/2021,"refuseds to sit in assigned seat, yells and screams at me, disruption"
,,Harassment/Harassing Communication toward student,12/16/2021,"Maliyah got into a verbal altercation with another female student at lunch.  Maliyah had a group of student gathered around her and was extremely escalated.  When addressed Maliyah refused to comply and told staff, ""stop fucking talking me"".  When directed to the office Maliyah continued, ""don't fucking touch me"".  Multiple mediations have been held with Maliyah and other female students.  Maliyah was warned yesterday about getting involved in the drama with this student but did don adhere to warnings."
,,Harassment/Harassing Communication toward student,12/16/2021,Addison got into a verbal altercation with another female student at lunch.  Addison had a group of student gathered around her and was extremely escalated.  When addressed Addison refused to comply and used profanity.  When directed to the office Addison would not comply.  Multiple conferences have been held with Addsion regarding the drama.  Addison was warned yesterday that continuing the drama with this students would result in suspension.
,,Harassment/Harassing Communication toward student,12/17/2021,Talia got into a verbal altercation with another female student during lunch on 12/15.  After multiple conferences the issues continued.  The drama carried over to the lunch room once again on 12/16.  
,,Non-attendance to class/cutting class,1/28/2022,Student did not report to 5th period class after lunch during Early dismissal day.
,,Violation of Personal Electronic/Telecommunication Device Policy,10/28/2021,Refusing to put up cell phone. 1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Dress Code Violation,9/3/2021,"dc-pants, called mom, bringing pants"
,,Vandalism,12/2/2021,"drawing on desk again, sent a pic to C. Johnson"
,,Leaving class without permission,10/14/2021,Student said she needed to go to the RR because of lady problems.  Told her 5th period it wasn't allowed.
,,Violation of Personal Electronic/Telecommunication Device Policy,8/24/2021,phone
,,Talking out in class,9/13/2021,Jacariah was asked to leave class due to being disrespectful to both classroom teachers.  Jacariah did not have her materials need for typing.  I tried talking with her to come up with a solution.  She refused to follow prompts.  I asked for a hall conference (3x) she refused.  She began getting loud and interrupting the class.  She was asked to leave but refused and continued being loud.  Security had to be called.
,,Dress Code Violation,9/21/2021,"1st__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.

shirt, called home LM"
,,Dress Code Violation,8/12/2021,Dress Code
,,Harassment/Harassing Communication toward student,10/26/2021,"Conner confronted a male student in the 3rd floor hallway returning to class after lunch.  Conner was directed by staff to the office but instead went down to the second floor and around to a different stairwell, he cam back up to the 3rd floor and went into a classroom to confront a female student.  Conner began calling the female student a ""bitch"" and had to be held back by multiple students. "
,,Unexcused Tardiness to Class,11/23/2021,15 minutes late to class.
,,Violation of Personal Electronic/Telecommunication Device Policy,8/17/2021,headphones
,,Talking out in class,9/3/2021,Jacariah would not stop talking (after several warnings) while a test was in process.  She continually talks in class and does not pay attention.
,,Non-attendance to class/cutting class,11/1/2021,10 minutes tardy to class.
,,Violation of Personal Electronic/Telecommunication Device Policy,10/26/2021,"Was upset that she couldn't go to the restroom due to being on the ""No Fly"" List.  Shortly after being told ""no"", she got her phone out.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Violation of Personal Electronic/Telecommunication Device Policy,2/14/2022,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Profanity or Vulgarity,12/15/2021,"Jacariah did her PPT on a topic she could not do (it was the example I gave).  When I returned it to her on Google Classroom & told her she had to select another topic from the list provided (which was given & discussed for several weeks), she said she wasn't doing it and said ""no, fuck that shit.""  When I told her she had to leave, she slammed the door on her way out."
,,Violation of Personal Electronic/Telecommunication Device Policy,2/25/2022,"Reviewed expectations to put up phone.  Student was sitting out, not participating on phone with headphones in.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,"Taunting, baiting, inciting a fight",1/24/2022,"Student came to class and approximately 5 minutes into the class period student began cursing and proceeded to start a fight with two other students.  I don't know what the issue was that brought about this behavior, to my understanding it started the period before."
,,Leaving class without permission,11/3/2021,"student needed to use the RR during 5th period, informed him of the rule and his choices, chose to walkout"
,,Non-attendance to class/cutting class,10/29/2021,Adrian has attended 2nd period one time this week but have been told he is here at school
,,Mask Non-compliance,9/3/2021,Student was eating chips in class.  Class has been told consequences.  School/Covid rule. And then after being told not to pulled chips out again and ate again.
,,Profanity or Vulgarity towards student/staff,11/18/2021,Arguing and shouting at another student during class using profanity.
